timestamp,event,x,y,button,pressed,dx,dy
2024-05-28 20:18:21.632725,move,144,1319,,,,
2024-05-28 20:18:21.641254,move,145,1321,,,,
2024-05-28 20:18:21.649105,move,146,1323,,,,
2024-05-28 20:18:21.657098,move,146,1326,,,,
2024-05-28 20:18:21.664915,move,147,1327,,,,
2024-05-28 20:18:21.673026,move,149,1328,,,,
2024-05-28 20:18:21.679964,move,149,1330,,,,
2024-05-28 20:18:21.688140,move,150,1331,,,,
2024-05-28 20:18:21.696035,move,151,1334,,,,
2024-05-28 20:18:21.703767,move,151,1337,,,,
2024-05-28 20:18:21.713012,move,152,1338,,,,
2024-05-28 20:18:21.720446,move,152,1340,,,,
2024-05-28 20:18:21.728213,move,153,1343,,,,
2024-05-28 20:18:21.736132,move,153,1344,,,,
2024-05-28 20:18:21.744241,move,155,1345,,,,
2024-05-28 20:18:21.751334,move,155,1348,,,,
2024-05-28 20:18:21.759485,move,156,1349,,,,
2024-05-28 20:18:21.767237,move,156,1350,,,,
2024-05-28 20:18:21.775173,move,157,1351,,,,
2024-05-28 20:18:21.790983,move,157,1352,,,,
2024-05-28 20:18:21.799627,move,158,1355,,,,
2024-05-28 20:18:21.807036,move,158,1356,,,,
2024-05-28 20:18:21.815141,move,159,1357,,,,
2024-05-28 20:18:21.821148,move,161,1359,,,,
2024-05-28 20:18:21.829930,move,162,1360,,,,
2024-05-28 20:18:21.838139,move,163,1363,,,,
2024-05-28 20:18:21.845954,move,163,1364,,,,
2024-05-28 20:18:21.854182,move,164,1367,,,,
2024-05-28 20:18:21.862572,move,166,1369,,,,
2024-05-28 20:18:21.870219,move,166,1370,,,,
2024-05-28 20:18:21.878678,move,167,1373,,,,
2024-05-28 20:18:21.886156,move,168,1376,,,,
2024-05-28 20:18:21.892812,move,168,1377,,,,
2024-05-28 20:18:21.900798,move,168,1379,,,,
2024-05-28 20:18:21.908709,move,169,1380,,,,
2024-05-28 20:18:21.917111,move,169,1382,,,,
2024-05-28 20:18:21.924826,move,170,1383,,,,
2024-05-28 20:18:21.933369,move,172,1385,,,,
2024-05-28 20:18:21.940949,move,172,1386,,,,
2024-05-28 20:18:21.949087,move,172,1387,,,,
2024-05-28 20:18:21.957212,move,173,1390,,,,
2024-05-28 20:18:21.963757,move,173,1391,,,,
2024-05-28 20:18:21.972136,move,174,1392,,,,
2024-05-28 20:18:21.980680,move,175,1395,,,,
2024-05-28 20:18:21.988207,move,175,1397,,,,
2024-05-28 20:18:21.995971,move,177,1400,,,,
2024-05-28 20:18:22.003776,move,177,1401,,,,
2024-05-28 20:18:22.011889,move,177,1404,,,,
2024-05-28 20:18:22.020073,move,178,1406,,,,
2024-05-28 20:18:22.027913,move,178,1407,,,,
2024-05-28 20:18:22.035431,move,179,1410,,,,
2024-05-28 20:18:22.043114,move,180,1411,,,,
2024-05-28 20:18:22.051168,move,180,1412,,,,
2024-05-28 20:18:22.058697,move,180,1415,,,,
2024-05-28 20:18:22.067397,move,182,1416,,,,
2024-05-28 20:18:22.075073,move,182,1417,,,,
2024-05-28 20:18:22.082867,move,182,1418,,,,
2024-05-28 20:18:22.090719,move,182,1421,,,,
2024-05-28 20:18:22.106153,move,182,1422,,,,
2024-05-28 20:18:22.113491,move,183,1424,,,,
2024-05-28 20:18:22.130638,move,183,1425,,,,
2024-05-28 20:18:22.138436,move,183,1426,,,,
2024-05-28 20:18:22.153892,move,183,1428,,,,
2024-05-28 20:18:22.193773,move,183,1429,,,,
2024-05-28 20:18:22.295928,move,183,1429,,,,
2024-05-28 20:18:22.319524,move,183,1429,,,,
2024-05-28 20:18:22.326915,move,183,1427,,,,
2024-05-28 20:18:22.335165,move,181,1426,,,,
2024-05-28 20:18:22.342963,move,179,1426,,,,
2024-05-28 20:18:22.350992,move,178,1425,,,,
2024-05-28 20:18:22.359302,move,175,1424,,,,
2024-05-28 20:18:22.367103,move,174,1424,,,,
2024-05-28 20:18:22.374958,move,173,1423,,,,
2024-05-28 20:18:22.390118,move,172,1423,,,,
2024-05-28 20:18:22.406250,move,171,1423,,,,
2024-05-28 20:18:22.413760,move,171,1422,,,,
2024-05-28 20:18:22.421890,move,169,1422,,,,
2024-05-28 20:18:22.446054,move,168,1422,,,,
2024-05-28 20:18:22.461397,move,167,1422,,,,
